id,uuid,name,description,state,system_tags,user_tags,last_reading_at,added_at,updated_at,mac_address,owner,data,kit
3,3a55c994-927a-4a2e-8f92-2252f9459ba5,SCK Hospitalet,bbbb,has_published,System.Object[],System.Object[],3/24/2014,5/29/2013,10/27/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
12,21631212-8633-450e-bd44-f36202d864f6,Parisien Sensor,Test from Paris waking up,has_published,System.Object[],System.Object[],4/24/2013,4/23/2013,3/29/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
28,856e9670-03d1-481e-b9c5-6bf16474d993,Manyi_08230,"Desde el 3/5/13: en exterior.
Emplazamiento: Zona arbolada en limite de Parque Natural Sant LlorenÃ§.
Situado a unos 60m de la calle con trafico mas prÃ³xima.

ColocaciÃ³n sensor: desde ahora; 2/4/14 en caja kit.
Situado bajo placa solar.

AlimentaciÃ³n del sensor: Desde el 19/05/2013, conectado a placa solar de 12V-610mA Ref: ET-M53610 encarada a 182 Sur, con unos 45grados de inclinaciÃ³n. Desde 2/4/14, sin placa solar, alimentado permanente con alimentador.",has_published,System.Object[],System.Object[],4/4/2014,4/24/2013,4/2/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
29,88e15797-68c6-451f-ab03-c0d64472e5dc,Parc de l'Escorxador,,has_published,System.Object[],System.Object[],12/23/2015,4/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
31,66f3ce54-19b3-4632-8d5f-5bc8fd8c4786,SCK Tamarit,Transmitiendo desde Tamarit.,has_published,System.Object[],System.Object[],5/20/2013,4/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
35,5b3950a2-e941-43a9-bd37-b8b2bdfd7a15,SCK Bordils v1.0,,has_published,System.Object[],System.Object[],4/17/2014,4/24/2013,10/19/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
38,527f3179-2f80-4ac3-b919-f2927d126b5b,Oriol's kit,dsfds,has_published,System.Object[],System.Object[],11/8/2013,4/25/2013,6/1/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
41,146e480c-0c9d-4e1b-9e47-8da4d7aea05c,SCK Hangar,,has_published,System.Object[],System.Object[],3/27/2014,4/25/2013,5/29/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
47,34f67526-4ba0-4127-a2f1-bd2bc7741e91,Laia at Citilab,,has_published,System.Object[],System.Object[],12/10/2014,4/26/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
48,911ecb21-1854-4cb8-af86-8db8b4a6b600,Meteoro,My home SCK is a new way to share.,has_published,System.Object[],System.Object[],10/27/2013,4/26/2013,8/6/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
52,ea815900-c735-4a48-88eb-3e1983c4dd9e,Born - Sant Agusti Vell,,has_published,System.Object[],System.Object[],6/28/2013,4/28/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
54,52d9a55d-4e97-4166-8b37-329b66160c1e,BCN Fraguada,SCK at Casa Fraguada,has_published,System.Object[],System.Object[],6/11/2013,4/29/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
56,3ada8283-15cf-41ef-bf0c-cc9d4b524957,nat kit,nat kit at home,has_published,System.Object[],System.Object[],6/9/2014,4/29/2013,5/1/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
57,83b798c7-b505-4e0e-82bc-e7a43dfcaad1,Xavi Rubi,Test Xavi Kit,has_published,System.Object[],System.Object[],5/7/2013,4/29/2013,3/14/2018,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
58,dc7d4784-64af-4317-9ce5-4e66835ca732,sensors1,,has_published,System.Object[],System.Object[],12/26/2014,4/29/2013,5/7/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
59,de631098-ce08-4172-8361-e085e4c4764a,BAM Kit,Kit con propositos moviles,never_published,System.Object[],System.Object[],,4/30/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
61,6216cad1-c443-4690-bea0-c55a620cc836,SMDlab,Sensor interior (de moment) situat al SMDlab,has_published,System.Object[],System.Object[],5/9/2013,4/30/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
63,ebb083d4-3abf-4fba-8d05-47a31e3f6b9f,NeTS,,has_published,System.Object[],System.Object[],5/28/2013,5/3/2013,5/6/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
64,38f22b4c-4f7d-4447-a474-90db798d5269,valldaura SCK,Valldaura SCk,has_published,System.Object[],System.Object[],9/20/2013,5/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
65,d305135f-f820-4a20-919e-40daff60cd3b,SCK_MUC,SCK Munich,has_published,System.Object[],System.Object[],9/4/2013,5/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
66,4390f3b7-0581-4683-a901-35f60c4af551,Pla de Palau,,has_published,System.Object[],System.Object[],5/5/2013,5/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
67,52005d1f-406b-4cc6-b0ad-643f2bec117f,sensvol,,has_published,System.Object[],System.Object[],6/17/2013,5/11/2013,6/23/2013,[FILTERED],,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
72,e87227a6-270b-4ecc-bd76-46c40bfc40ca,SensorCL,,not_configured,System.Object[],System.Object[],,5/17/2013,5/17/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
79,8d0e6386-6c26-447e-a2e0-7583e444831e,Test Singapore,,not_configured,System.Object[],System.Object[],,5/21/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
82,17f5203c-ab58-4802-8509-7d46f7646dc9,VEIV01,sa,never_published,System.Object[],System.Object[],,5/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
3,3a55c994-927a-4a2e-8f92-2252f9459ba5,SCK Hospitalet,bbbb,has_published,System.Object[],System.Object[],3/24/2014,5/29/2013,10/27/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
12,21631212-8633-450e-bd44-f36202d864f6,Parisien Sensor,Test from Paris waking up,has_published,System.Object[],System.Object[],4/24/2013,4/23/2013,3/29/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
28,856e9670-03d1-481e-b9c5-6bf16474d993,Manyi_08230,"Desde el 3/5/13: en exterior.
Emplazamiento: Zona arbolada en limite de Parque Natural Sant LlorenÃ§.
Situado a unos 60m de la calle con trafico mas prÃ³xima.

ColocaciÃ³n sensor: desde ahora; 2/4/14 en caja kit.
Situado bajo placa solar.

AlimentaciÃ³n del sensor: Desde el 19/05/2013, conectado a placa solar de 12V-610mA Ref: ET-M53610 encarada a 182 Sur, con unos 45grados de inclinaciÃ³n. Desde 2/4/14, sin placa solar, alimentado permanente con alimentador.",has_published,System.Object[],System.Object[],4/4/2014,4/24/2013,4/2/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
29,88e15797-68c6-451f-ab03-c0d64472e5dc,Parc de l'Escorxador,,has_published,System.Object[],System.Object[],12/23/2015,4/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
31,66f3ce54-19b3-4632-8d5f-5bc8fd8c4786,SCK Tamarit,Transmitiendo desde Tamarit.,has_published,System.Object[],System.Object[],5/20/2013,4/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
35,5b3950a2-e941-43a9-bd37-b8b2bdfd7a15,SCK Bordils v1.0,,has_published,System.Object[],System.Object[],4/17/2014,4/24/2013,10/19/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
38,527f3179-2f80-4ac3-b919-f2927d126b5b,Oriol's kit,dsfds,has_published,System.Object[],System.Object[],11/8/2013,4/25/2013,6/1/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
41,146e480c-0c9d-4e1b-9e47-8da4d7aea05c,SCK Hangar,,has_published,System.Object[],System.Object[],3/27/2014,4/25/2013,5/29/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
47,34f67526-4ba0-4127-a2f1-bd2bc7741e91,Laia at Citilab,,has_published,System.Object[],System.Object[],12/10/2014,4/26/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
48,911ecb21-1854-4cb8-af86-8db8b4a6b600,Meteoro,My home SCK is a new way to share.,has_published,System.Object[],System.Object[],10/27/2013,4/26/2013,8/6/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
52,ea815900-c735-4a48-88eb-3e1983c4dd9e,Born - Sant Agusti Vell,,has_published,System.Object[],System.Object[],6/28/2013,4/28/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
54,52d9a55d-4e97-4166-8b37-329b66160c1e,BCN Fraguada,SCK at Casa Fraguada,has_published,System.Object[],System.Object[],6/11/2013,4/29/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
56,3ada8283-15cf-41ef-bf0c-cc9d4b524957,nat kit,nat kit at home,has_published,System.Object[],System.Object[],6/9/2014,4/29/2013,5/1/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
57,83b798c7-b505-4e0e-82bc-e7a43dfcaad1,Xavi Rubi,Test Xavi Kit,has_published,System.Object[],System.Object[],5/7/2013,4/29/2013,3/14/2018,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
58,dc7d4784-64af-4317-9ce5-4e66835ca732,sensors1,,has_published,System.Object[],System.Object[],12/26/2014,4/29/2013,5/7/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
59,de631098-ce08-4172-8361-e085e4c4764a,BAM Kit,Kit con propositos moviles,never_published,System.Object[],System.Object[],,4/30/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
61,6216cad1-c443-4690-bea0-c55a620cc836,SMDlab,Sensor interior (de moment) situat al SMDlab,has_published,System.Object[],System.Object[],5/9/2013,4/30/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
63,ebb083d4-3abf-4fba-8d05-47a31e3f6b9f,NeTS,,has_published,System.Object[],System.Object[],5/28/2013,5/3/2013,5/6/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
64,38f22b4c-4f7d-4447-a474-90db798d5269,valldaura SCK,Valldaura SCk,has_published,System.Object[],System.Object[],9/20/2013,5/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
65,d305135f-f820-4a20-919e-40daff60cd3b,SCK_MUC,SCK Munich,has_published,System.Object[],System.Object[],9/4/2013,5/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
66,4390f3b7-0581-4683-a901-35f60c4af551,Pla de Palau,,has_published,System.Object[],System.Object[],5/5/2013,5/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
67,52005d1f-406b-4cc6-b0ad-643f2bec117f,sensvol,,has_published,System.Object[],System.Object[],6/17/2013,5/11/2013,6/23/2013,[FILTERED],,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
72,e87227a6-270b-4ecc-bd76-46c40bfc40ca,SensorCL,,not_configured,System.Object[],System.Object[],,5/17/2013,5/17/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
79,8d0e6386-6c26-447e-a2e0-7583e444831e,Test Singapore,,not_configured,System.Object[],System.Object[],,5/21/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
82,17f5203c-ab58-4802-8509-7d46f7646dc9,VEIV01,sa,never_published,System.Object[],System.Object[],,5/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
88,884264e1-8845-4163-a1cb-d0484efcccd3,GPSMUSEUM,"Hola, me gustarÃ­a realizar dos desarrollos partiendo del Smart Citizen. El primero se llama ""Sensodesign"" y consiste en conectar los datos de los sensores a una hoja de estilo CSS para crear un website que cambia de aspecto visual segÃºn los datos. La otra propuesta que se llama ""CO2_minesweeper"" consiste en conectar el SmartCitizen a una red wifi generada desde el mÃ³vil y crear un prototipo de juego social geolocalizado. Los jugadores todos equipados de un sensor e interconectados con una api para smartphone recorren la ciudad con el objetivo de ""deminar un mÃ¡ximo de datos medioambientales crÃ­ticos"" a travÃ©s de Tweets a los organismos pÃºblicos.",has_published,System.Object[],System.Object[],3/22/2015,5/24/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
89,368bfc86-e39b-4aee-8b5b-559e14dd332d,Principal,,has_published,System.Object[],System.Object[],5/28/2013,5/27/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
91,7af93843-d697-4d92-9a62-0638377306c1,"Terraza del Mar, PRBB",Potential site for outdoor urban quality monitoring in collaboration with CREAL.,not_configured,System.Object[],System.Object[],,5/29/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
92,3a65c6af-1a00-4f2d-9705-58cbac2b3deb,Tiana Kit,,has_published,System.Object[],System.Object[],12/8/2013,5/29/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
93,42e94d70-bd2d-45b2-a59b-924ab66fd27e,Test,,not_configured,System.Object[],System.Object[],,5/29/2013,5/29/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
94,e524c709-8e22-41fb-b05b-57999222ff22,solocitizen,,has_published,System.Object[],System.Object[],6/5/2013,5/30/2013,5/31/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
95,b8534e87-48b7-4837-aebc-fc0fecc9349e,Diputacio Miro,Diputacio ext Manzana,has_published,System.Object[],System.Object[],3/28/2015,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
97,b92fbbfc-47dc-436e-8f12-3a612720b149,La Palma Citizen,Baix Llobregat - Barcelona(Catalunya),has_published,System.Object[],System.Object[],7/13/2013,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
99,c16bddb2-894a-464a-8ea7-d28d9dc9dac0,Campo Grande Sensor 1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
100,f750b2aa-59aa-4968-b68c-ef67a27d3ee0,Campo Grande Sensor 1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
101,d77c6407-048e-4b29-8f8e-0b4b1e9186cd,Campo_Grande_1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
102,6f9ec510-dc9c-49e5-9a07-e6708c1adb12,Campo_Grande_1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
103,8c91d885-2b5f-4863-8a8e-7ca740110372,Campo_Grande_1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
104,5a987df4-d718-4f24-908b-16088cb4b00d,Campo_Grande_1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
105,94eb3b44-06dd-400c-a3d8-7f0a35770c2d,Campo_Grande_1,Test sensor.,not_configured,System.Object[],System.Object[],,5/31/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
109,bb83fb8a-b109-4ac6-8ff3-8b952dd54b3f,sensolina,sensor da lina,has_published,System.Object[],System.Object[],3/20/2014,6/1/2013,6/25/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
111,0e48fab2-9e5a-474b-b5a5-5858b11546ec,Corretger5,Corretger5 Alternative Art Projects,has_published,System.Object[],System.Object[],6/23/2013,6/1/2013,6/1/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
112,18df4af7-41ee-4bec-8265-9eadb9c4d8b9,Sant Andreu Sensor,,has_published,System.Object[],System.Object[],10/22/2013,6/1/2013,9/5/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
113,d5b81a8c-befa-49bf-8e36-917097ca6592,Avda. Mistral 89,Ara mateix esta a dins de casa. Estic estudiant la protecciÃ³ per la pluja per posar-lo a la finestra.,has_published,System.Object[],System.Object[],2/20/2014,6/1/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
114,c76db154-ceba-4a60-a7e3-b526325464f1,DGShowtime,,has_published,System.Object[],System.Object[],6/1/2013,6/1/2013,6/1/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
120,cb7c71c2-b678-4f9f-925e-b576495dffd2,Sant Pere de Riudebitllles,sant pere,has_published,System.Object[],System.Object[],7/22/2013,6/4/2013,7/23/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
122,025d2e01-2006-48e3-b239-71cf5ecc9733,SmartAss,,has_published,System.Object[],System.Object[],8/4/2013,6/5/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
125,84959932-eb5c-4e86-b6ac-76e3ba399c48,Rome ITA Davgal,"Smart Citizen Kit May 2013, kit placed 3rd floor office building",not_configured,System.Object[],System.Object[],,6/5/2013,6/5/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
127,5fc8f7af-a2d0-40d4-8f19-13f919321161,Bellver de Cerdanya,,has_published,System.Object[],System.Object[],6/26/2013,6/6/2013,6/6/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
128,28fabc3e-32da-485d-aa6f-bcca22ea9a90,Tres Cantos,Por ahora sensor interior,has_published,System.Object[],System.Object[],3/10/2015,6/6/2013,11/9/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
131,08ae8967-f4d6-405a-866d-b4f025449d39,SCK,,has_published,System.Object[],System.Object[],4/26/2014,6/6/2013,6/6/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
132,95ce5042-740c-4cbc-8ff3-15e74f60264e,kit,,has_published,System.Object[],System.Object[],9/20/2015,6/6/2013,5/29/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
133,7aa8a7d5-1173-47e3-8f0d-de9bd6e5fe72,,test,not_configured,System.Object[],System.Object[],,6/7/2013,6/7/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
135,2498c05c-1bec-4a67-91bb-41df956b7a3c,Parque Avenidas,Sensor en el barrio Parque de las Avenidas de Madrid,has_published,System.Object[],System.Object[],6/17/2013,6/8/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
138,3061347f-36ae-4bf3-9fa8-a0b04d34af89,FabLabManchester,,never_published,System.Object[],System.Object[],,6/8/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
139,788eac09-478d-4e63-a721-86a6c9c893da,ElPanelDeCarmen,El nuevo cerebro y sentidos para @elpaneldecarmen,has_published,System.Object[],System.Object[],6/17/2013,6/8/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
140,6b7d0d62-4f93-4eee-806a-279b08bfcac6,castelladral,,not_configured,System.Object[],System.Object[],,6/8/2013,6/2/2016,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
142,8ec0e780-7844-4c0e-ba72-48209a686d79,Indibil Monitor,,has_published,System.Object[],System.Object[],1/25/2015,6/9/2013,4/16/2014,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
146,1ad3f01e-8bfa-4207-b4f9-c1ba62173c45,fabrica davidpenuela,eeeee,has_published,System.Object[],System.Object[],6/12/2013,6/10/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
147,413061f9-0f7b-42e0-a382-58495d5b3326,inside etolab,"Located in the Etolab Fablab, 30 rue St-Leu, Amiens",has_published,System.Object[],System.Object[],12/9/2013,6/11/2013,6/11/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
149,cd11c8ea-dacf-406f-8edf-2d561ce56e2c,Mendez Nunez,,has_published,System.Object[],System.Object[],10/20/2013,6/12/2013,10/18/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
150,d27eb9e5-eaf5-4b67-857b-e64f67e74fcf,Tres Cantos (cerca Ayto),,has_published,System.Object[],System.Object[],6/25/2013,6/13/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
151,1198eb6e-bd3c-4aad-8e1a-d3ea04261a63,Festa de la CiÃ¨ncia - Ciudatella 1,Festa de la CiÃ¨ncia i la Tecnologia '13 - Smart Citizen Kit 1,never_published,System.Object[],System.Object[],,6/15/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
152,fae28c7a-9669-446f-bea2-7bded3c0640d,Alcobendas Norte Sensor,,has_published,System.Object[],System.Object[],3/18/2014,6/17/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
153,a4f8d5fb-d005-4be7-9cb8-00d6933c0f63,Mariona's Kit,My own kit,has_published,System.Object[],System.Object[],7/16/2014,6/18/2013,7/16/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
156,cc387f26-2a36-4a84-a2d3-fb237f05e5e7,"Oviedo, Prados de la Fuente",Sensor en Oviedo. Desde hoy (25-4-14) lo tengo fuera y con un panel solar.,has_published,System.Object[],System.Object[],12/23/2015,6/20/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
160,c7ee2190-b7ae-4a8b-b369-60214deee8c6,,testing,not_configured,System.Object[],System.Object[],,6/22/2013,6/22/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
161,499cfeea-7e66-471b-abb6-ab69b1ba805a,Sensor Ã¡tico,,has_published,System.Object[],System.Object[],1/13/2014,6/23/2013,7/14/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
169,96b62966-caed-4fad-bc71-086e13f602f0,2116BF,,has_published,System.Object[],System.Object[],6/26/2013,6/26/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
170,ea38a02b-83c9-44fd-bfc4-6691c1418e63,MediaLab Prado - Urban Spirits,Project webpage: http://comunidad.medialab-prado.es/es/node/182,has_published,System.Object[],System.Object[],7/6/2013,6/28/2013,7/3/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
174,12ac51bb-ccfa-4dd4-a04f-34b847c0d70e,Sensor_Heerlen,,has_published,System.Object[],System.Object[],8/22/2013,7/6/2013,7/18/2013,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
175,848b4895-bd37-4c13-9eed-50389a323cd2,Yang Ming Mt.,,not_configured,System.Object[],System.Object[],,7/7/2013,10/10/2015,[FILTERED],ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject,ChoETL.ChoDynamicObject
